Frame,Vehicle_ID,Pos_X,Pos_Y,Pos_Z,BBox_X_Min,BBox_X_Max,BBox_Y_Min,BBox_Y_Max,BBox_Z_Min,BBox_Z_Max,MVec_X,MVec_Y,MVec_Z
86,142,31.5978298,53.1317139,-0.0197831,1.8166879,0.9225569,0.7506413,-3.3056845,0.00257,0.0000014,-2.86E-05,-0.0822677,-3.80E-06
86,141,35.0967484,48.334404,0.0017464,2.3958898,1.081725,0.74383,-4.0912764,0.0035698,0.0000022,-4.57E-05,-0.1022758,-1.00E-07
87,146,-16.1540279,6.0886526,-0.0198022,1.8166879,0.9225569,0.7506413,3.3512994,-0.0165937,-0.000002,0.0834046,-0.0002055,-4.10E-06
87,145,-11.2452002,2.5765624,0.0017309,2.3958898,1.081725,0.74383,4.0916411,-0.0201105,-0.0000023,0.1022901,-0.0002518,-3.00E-07
87,144,24.804142,-48.0974998,-0.0197877,1.8166879,0.9225569,0.7506413,-3.3438568,0.2335029,-0.0000015,0.00313,0.0833588,-4.00E-06
87,143,28.4054165,-45.8881111,0.001746,2.3958898,1.081725,0.74383,-4.0918193,0.0971821,0.0000009,0.0008125,0.102314,-1.00E-07
87,142,31.5977993,53.0482979,-0.0197871,1.8166879,0.9225569,0.7506413,-3.3513405,0.0026191,0.0000014,-3.05E-05,-0.083416,-4.00E-06
87,141,35.0967064,48.2321129,0.0017462,2.3958898,1.081725,0.74383,-4.0916908,0.0035701,0.0000016,-4.20E-05,-0.1022911,-2.00E-07
88,146,-16.0694752,6.0884442,-0.0198062,1.8166879,0.9225569,0.7506413,3.397261,-0.0168431,-0.000002,0.0845527,-0.0002084,-4.00E-06
88,145,-11.1429014,2.5763106,0.0017309,2.3958898,1.081725,0.74383,4.0919515,-0.020112,0.0000017,0.1022988,-0.0002518,0
88,144,24.8073311,-48.012989,-0.0197916,1.8166879,0.9225569,0.7506413,-3.3895956,0.2387344,0.0000003,0.0031891,0.0845108,-3.90E-06
88,143,28.4061909,-45.7857895,0.0017458,2.3958898,1.081725,0.74383,-4.0920602,0.0926262,0.0000019,0.0007744,0.1023216,-2.00E-07
88,142,31.5977573,52.9637451,-0.0197912,1.8166879,0.9225569,0.7506413,-3.3973018,0.0033133,0.0000014,-4.20E-05,-0.0845528,-4.10E-06
88,141,35.0966606,48.1298141,0.0017461,2.3958898,1.081725,0.74383,-4.0920003,0.0035704,0.0000016,-4.58E-05,-0.1022988,-1.00E-07
89,146,-15.9837666,6.0882421,-0.0198104,1.8166879,0.9225569,0.7506413,3.4435357,-0.0164465,-0.0000021,0.0857086,-0.0002021,-4.20E-06
89,145,-11.0405979,2.5760586,0.0017307,2.3958898,1.081725,0.74383,4.0921294,-0.020113,-0.0000031,0.1023035,-0.000252,-2.00E-07
89,144,24.8105755,-47.9273262,-0.0197957,1.8166879,0.9225569,0.7506413,-3.4356417,0.2439788,-0.0000018,0.0032444,0.0856628,-4.10E-06
89,143,28.4069309,-45.6834755,0.0017459,2.3958898,1.081725,0.74383,-4.0920255,0.0883256,0.0000018,0.00074,0.102314,1.00E-07
89,142,31.5977192,52.8780365,-0.0197953,1.8166879,0.9225569,0.7506413,-3.4435737,0.0029834,0.000001,-3.81E-05,-0.0857086,-4.10E-06
89,141,35.0966187,48.0275078,0.001746,2.3958898,1.081725,0.74383,-4.0921777,0.0035706,0.0000021,-4.19E-05,-0.1023063,-1.00E-07
90,146,-15.8968954,6.0880342,-0.0198146,1.8166879,0.9225569,0.7506413,3.4901189,-0.0170772,-0.0000021,0.0868712,-0.0002079,-4.20E-06
90,145,-10.9382935,2.5758071,0.0017308,2.3958898,1.081725,0.74383,4.0921747,-0.0201133,0.0000022,0.1023044,-0.0002515,1.00E-07
90,144,24.8138771,-47.8405037,-0.0197999,1.8166879,0.9225569,0.7506413,-3.4820007,0.249224,-0.0000014,0.0033016,0.0868225,-4.20E-06
90,143,28.4076328,-45.5811615,0.0017459,2.3958898,1.081725,0.74383,-4.0917893,0.0842265,0.0000016,0.0007019,0.102314,0
90,142,31.5976849,52.7911644,-0.0197995,1.8166879,0.9225569,0.7506413,-3.4901595,0.0029885,0.0000012,-3.43E-05,-0.0868721,-4.20E-06
90,141,35.0965729,47.9252052,0.001746,2.3958898,1.081725,0.74383,-4.0922225,0.0035706,0.0000024,-4.58E-05,-0.1023026,0
91,146,-15.808856,6.0878191,-0.0198189,1.8166879,0.9225569,0.7506413,3.5370205,-0.0173753,-0.0000025,0.0880394,-0.0002151,-4.30E-06
91,145,-10.835989,2.5755553,0.0017306,2.3958898,1.081725,0.74383,4.092106,-0.0201129,-0.0000017,0.1023045,-0.0002518,-2.00E-07
91,144,24.817234,-47.7525101,-0.0198043,1.8166879,0.9225569,0.7506413,-3.5286742,0.2544657,-0.0000019,0.0033569,0.0879936,-4.40E-06
91,143,28.4083004,-45.4788551,0.0017461,2.3958898,1.081725,0.74383,-4.0914408,0.0802891,0.0000009,0.0006676,0.1023064,2.00E-07
91,142,31.5976505,52.703125,-0.0198038,1.8166879,0.9225569,0.7506413,-3.5370619,0.0030128,0.0000003,-3.44E-05,-0.0880394,-4.30E-06
91,141,35.0965309,47.8228989,0.001746,2.3958898,1.081725,0.74383,-4.0921533,0.0035706,0.0000018,-4.20E-05,-0.1023063,0
92,146,-15.7196379,6.0876012,-0.0198234,1.8166879,0.9225569,0.7506413,3.5842416,-0.0176576,-0.0000018,0.0892181,-0.0002179,-4.50E-06
92,145,-10.7336874,2.5753036,0.0017309,2.3958898,1.081725,0.74383,4.0919563,-0.0201122,0.0000013,0.1023016,-0.0002517,3.00E-07
92,144,24.8206482,-47.6633339,-0.0198087,1.8166879,0.9225569,0.7506413,-3.575668,0.2597014,-0.0000023,0.0034142,0.0891762,-4.40E-06
92,143,28.4089375,-45.3765602,0.0017462,2.3958898,1.081725,0.74383,-4.091066,0.0765509,-0.0000014,0.0006371,0.1022949,1.00E-07
92,142,31.5976048,52.6139107,-0.0198082,1.8166879,0.9225569,0.7506413,-3.5842833,0.0037052,0.0000005,-4.57E-05,-0.0892143,-4.40E-06
92,141,35.0964851,47.7205963,0.0017461,2.3958898,1.081725,0.74383,-4.0920036,0.0035704,0.0000016,-4.58E-05,-0.1023026,1.00E-07
93,146,-15.6292334,6.0873795,-0.0198278,1.8166879,0.9225569,0.7506413,3.6317853,-0.0179291,-0.0000025,0.0904045,-0.0002217,-4.40E-06
93,145,-10.6313925,2.5750518,0.0017308,2.3958898,1.081725,0.74383,4.0917651,-0.0201114,-0.0000022,0.1022949,-0.0002518,-1.00E-07
93,144,24.8241177,-47.5729675,-0.0198131,1.8166879,0.9225569,0.7506413,-3.6229814,0.2649527,-0.0000027,0.0034695,0.0903664,-4.40E-06
93,143,28.4095459,-45.2742767,0.0017465,2.3958898,1.081725,0.74383,-4.0907378,0.0729904,-0.0000007,0.0006084,0.1022835,3.00E-07
93,142,31.5975609,52.52351,-0.0198126,1.8166879,0.9225569,0.7506413,-3.6318284,0.0033722,0.0000004,-4.39E-05,-0.0904007,-4.40E-06
93,141,35.0964432,47.6183014,0.0017462,2.3958898,1.081725,0.74383,-4.0918124,0.0035701,0.0000025,-4.19E-05,-0.1022949,1.00E-07
94,146,-15.5376349,6.0871539,-0.0198324,1.8166879,0.9225569,0.7506413,3.6796549,-0.0181951,-0.0000014,0.0915985,-0.0002256,-4.60E-06
94,145,-10.5291004,2.5748,0.001731,2.3958898,1.081725,0.74383,4.09157,-0.0201104,0.0000018,0.1022921,-0.0002518,2.00E-07
94,144,24.8276482,-47.4814186,-0.0198176,1.8166879,0.9225569,0.7506413,-3.6706152,0.2702625,-0.0000006,0.0035305,0.0915489,-4.50E-06
94,143,28.4101238,-45.1720009,0.0017467,2.3958898,1.081725,0.74383,-4.0905078,0.0695415,0.0000015,0.0005779,0.1022758,2.00E-07
94,142,31.5975189,52.4319115,-0.0198171,1.8166879,0.9225569,0.7506413,-3.6796985,0.0033745,0.0000011,-4.20E-05,-0.0915985,-4.50E-06
94,141,35.0963974,47.5160103,0.0017463,2.3958898,1.081725,0.74383,-4.0916179,0.00357,0.0000018,-4.58E-05,-0.1022911,1.00E-07
95,146,-15.4448357,6.0869355,-0.0198369,1.8166879,0.9225569,0.7506413,3.7278555,-0.0177961,-0.0000022,0.0927992,-0.0002184,-4.50E-06
95,145,-10.4268141,2.5745482,0.0017309,2.3958898,1.081725,0.74383,4.0914012,-0.0201095,-0.0000016,0.1022863,-0.0002518,-1.00E-07
95,144,24.8312378,-47.3886642,-0.0198222,1.8166879,0.9225569,0.7506413,-3.7185793,0.2755361,-0.0000025,0.0035896,0.0927544,-4.60E-06
95,143,28.410675,-45.0697289,0.0017468,2.3958898,1.081725,0.74383,-4.0903998,0.0662947,0.0000003,0.0005512,0.102272,1.00E-07
95,142,31.597477,52.3391151,-0.0198216,1.8166879,0.9225569,0.7506413,-3.727897,0.0033982,-0.0000006,-4.19E-05,-0.0927964,-4.50E-06
95,141,35.0963554,47.4137192,0.0017464,2.3958898,1.081725,0.74383,-4.0914491,0.0035699,0.0000018,-4.20E-05,-0.1022911,1.00E-07
96,146,-15.3508253,6.0867105,-0.0198416,1.8166879,0.9225569,0.7506413,3.7763825,-0.0184367,-0.000002,0.0940104,-0.000225,-4.70E-06
96,145,-10.3245296,2.5742965,0.0017312,2.3958898,1.081725,0.74383,4.0912801,-0.0201088,0.0000023,0.1022845,-0.0002517,3.00E-07
96,144,24.8348827,-47.2947006,-0.0198269,1.8166879,0.9225569,0.7506413,-3.7668756,0.2807846,-0.0000021,0.0036449,0.0939636,-4.70E-06
96,143,28.4111977,-44.9674568,0.0017467,2.3958898,1.081725,0.74383,-4.0904138,0.0632101,0.0000015,0.0005227,0.1022721,-1.00E-07
96,142,31.597435,52.2451057,-0.0198263,1.8166879,0.9225569,0.7506413,-3.7764273,0.0034362,-0.0000017,-4.20E-05,-0.0940094,-4.70E-06
96,141,35.0963211,47.3114281,0.0017465,2.3958898,1.081725,0.74383,-4.0913279,0.0026351,0.0000011,-3.43E-05,-0.1022911,1.00E-07
97,146,-15.2555952,6.0864792,-0.0198463,1.8166879,0.9225569,0.7506413,3.8252451,-0.0187487,-0.0000019,0.0952301,-0.0002313,-4.70E-06
97,145,-10.2222481,2.5740447,0.001731,2.3958898,1.081725,0.74383,4.0912157,-0.0201084,-0.0000025,0.1022815,-0.0002518,-2.00E-07
97,144,24.8385868,-47.1995201,-0.0198316,1.8166879,0.9225569,0.7506413,-3.815505,0.2860365,-0.0000013,0.0037041,0.0951805,-4.70E-06
97,143,28.4116955,-44.8651848,0.0017468,2.3958898,1.081725,0.74383,-4.0905313,0.0602329,-0.0000009,0.0004978,0.102272,1.00E-07
97,142,31.5973911,52.1498756,-0.019831,1.8166879,0.9225569,0.7506413,-3.8252905,0.003481,-0.0000005,-4.39E-05,-0.0952301,-4.70E-06
97,141,35.0962868,47.209156,0.0017464,2.3958898,1.081725,0.74383,-4.0912632,0.0033204,0.0000011,-3.43E-05,-0.1022721,-1.00E-07
98,146,-15.1591377,6.0862436,-0.019851,1.8166879,0.9225569,0.7506413,3.8744441,-0.0190429,-0.0000021,0.0964575,-0.0002356,-4.70E-06
98,145,-10.1199665,2.5737929,0.0017313,2.3958898,1.081725,0.74383,4.0912072,-0.0201085,0.0000015,0.1022816,-0.0002518,3.00E-07
98,144,24.8423481,-47.1031075,-0.0198362,1.8166879,0.9225569,0.7506413,-3.864468,0.2913119,-0.000001,0.0037613,0.0964126,-4.60E-06
98,143,28.4121704,-44.7629089,0.0017468,2.3958898,1.081725,0.74383,-4.0907197,0.0573943,-0.0000006,0.0004749,0.1022759,0
98,142,31.5973511,52.053421,-0.0198356,1.8166879,0.9225569,0.7506413,-3.87449,0.0035339,-0.0000019,-4.00E-05,-0.0964546,-4.60E-06
98,141,35.0962639,47.1068802,0.0017465,2.3958898,1.081725,0.74383,-4.0912547,0.0020569,-0.0000003,-2.29E-05,-0.1022758,1.00E-07
99,146,-15.0614462,6.0860047,-0.0198558,1.8166879,0.9225569,0.7506413,3.923882,-0.0193274,-0.0000023,0.0976915,-0.0002389,-4.80E-06
99,145,-10.0176859,2.5735412,0.0017311,2.3958898,1.081725,0.74383,4.0912448,-0.0201087,-0.0000017,0.1022806,-0.0002517,-2.00E-07
99,144,24.8461685,-47.0054665,-0.0198411,1.8166879,0.9225569,0.7506413,-3.9136527,0.2965296,-0.0000028,0.0038204,0.097641,-4.90E-06
99,143,28.4126244,-44.6606369,0.0017467,2.3958898,1.081725,0.74383,-4.0909409,0.0547207,0.0000003,0.000454,0.102272,-1.00E-07
99,142,31.5973072,51.9557266,-0.0198405,1.8166879,0.9225569,0.7506413,-3.9239287,0.0035881,-0.0000027,-4.39E-05,-0.0976944,-4.90E-06
99,141,35.0962448,47.0046043,0.0017465,2.3958898,1.081725,0.74383,-4.0912919,0.0021149,0.0000012,-1.91E-05,-0.1022759,0
100,146,-14.9625263,6.085762,-0.01986,1.8166879,0.9225569,0.7506413,3.9726015,-0.0196029,-0.0000022,0.0989199,-0.0002427,-4.20E-06
100,145,-9.9154024,2.5732894,0.0017312,2.3958898,1.081725,0.74383,4.0913135,-0.0201089,0.0000023,0.1022835,-0.0002518,1.00E-07
100,144,24.8500462,-46.906601,-0.0198453,1.8166879,0.9225569,0.7506413,-3.9620728,0.3016859,-0.0000017,0.0038777,0.0988655,-4.20E-06
100,143,28.4130554,-44.5583496,0.0017466,2.3958898,1.081725,0.74383,-4.0911608,0.0521208,-0.000001,0.000431,0.1022873,-1.00E-07
100,142,31.5972652,51.8568039,-0.0198447,1.8166879,0.9225569,0.7506413,-3.972649,0.0036454,-0.0000024,-4.20E-05,-0.0989227,-4.20E-06
100,141,35.0962219,46.9023132,0.0017465,2.3958898,1.081725,0.74383,-4.0913606,0.0019573,0.0000006,-2.29E-05,-0.1022911,0
101,146,-14.8624401,6.0855165,-0.0198617,1.8166879,0.9225569,0.7506413,4.0181645,-0.0198584,-0.0000018,0.1000862,-0.0002455,-1.70E-06
101,145,-9.813117,2.5730376,0.001731,2.3958898,1.081725,0.74383,4.0913965,-0.0201095,-0.0000024,0.1022854,-0.0002518,-2.00E-07
101,144,24.853981,-46.806572,-0.0198468,1.8166879,0.9225569,0.7506413,-4.0073,0.3065802,-0.0000022,0.0039348,0.100029,-1.50E-06
101,143,28.4134636,-44.4560585,0.0017465,2.3958898,1.081725,0.74383,-4.0913503,0.0496318,0.0000019,0.0004082,0.1022911,-1.00E-07
101,142,31.5972214,51.7567177,-0.0198464,1.8166879,0.9225569,0.7506413,-4.0182125,0.003703,-0.0000011,-4.38E-05,-0.1000862,-1.70E-06
101,141,35.0962105,46.8000221,0.0017465,2.3958898,1.081725,0.74383,-4.0914441,0.001809,-0.0000006,-1.14E-05,-0.1022911,0
102,146,-14.7613106,6.085268,-0.0198579,1.8166879,0.9225569,0.7506413,4.0581964,-0.0200834,-0.0000012,0.1011295,-0.0002485,3.80E-06
102,145,-9.7108297,2.5727859,0.0017312,2.3958898,1.081725,0.74383,4.0914775,-0.0201099,0.0000021,0.1022873,-0.0002517,2.00E-07
102,144,24.8571606,-46.7055321,-0.0198408,1.8166879,0.9225569,0.7506413,-4.0479587,0.2508739,-0.0000009,0.0031796,0.1010399,6.00E-06
102,143,28.4138546,-44.353775,0.0017464,2.3958898,1.081725,0.74383,-4.0914891,0.0472756,0.000002,0.000391,0.1022835,-1.00E-07
102,142,31.5971794,51.6555862,-0.0198426,1.8166879,0.9225569,0.7506413,-4.0582448,0.0037568,-0.0000011,-4.20E-05,-0.1011315,3.80E-06
102,141,35.096199,46.6977348,0.0017465,2.3958898,1.081725,0.74383,-4.0915263,0.0012799,-0.0000003,-1.15E-05,-0.1022873,0
103,146,-14.6593161,6.0850163,-0.0198452,1.8166879,0.9225569,0.7506413,4.0905709,-0.0202681,-0.0000016,0.1019945,-0.0002517,1.27E-05
103,145,-9.6085415,2.5725341,0.001731,2.3958898,1.081725,0.74383,4.0915457,-0.0201102,-0.0000019,0.1022882,-0.0002518,-2.00E-07
103,144,24.8596478,-46.6036453,-0.0198256,1.8166879,0.9225569,0.7506413,-4.0813164,0.2234356,-0.0000022,0.0024872,0.1018868,1.52E-05
103,143,28.4142227,-44.2514839,0.0017464,2.3958898,1.081725,0.74383,-4.0915717,0.0450264,0.0000009,0.0003681,0.1022911,0
103,142,31.5971355,51.5535889,-0.0198299,1.8166879,0.9225569,0.7506413,-4.0906197,0.0038029,-0.0000013,-4.39E-05,-0.1019973,1.27E-05
103,141,35.096199,46.5954437,0.0017464,2.3958898,1.081725,0.74383,-4.0915941,0.0010359,0.0000007,0,-0.1022911,-1.00E-07
104,146,-14.5566797,6.0847631,-0.0198205,1.8166879,0.9225569,0.7506413,4.113526,-0.0204043,-0.0000013,0.1026364,-0.0002532,2.47E-05
104,145,-9.5062513,2.5722823,0.0017311,2.3958898,1.081725,0.74383,4.0915924,-0.0201103,0.0000022,0.1022902,-0.0002518,1.00E-07
104,144,24.8617916,-46.5011215,-0.0197993,1.8166879,0.9225569,0.7506413,-4.1052611,0.202121,-0.0000015,0.0021438,0.1025238,2.63E-05
104,143,28.4145737,-44.1491928,0.0017464,2.3958898,1.081725,0.74383,-4.0915986,0.0428776,-0.0000002,0.000351,0.1022911,0
104,142,31.5970802,51.4509506,-0.0198053,1.8166879,0.9225569,0.7506413,-4.1135738,0.0045225,0.0000002,-5.53E-05,-0.1026383,2.46E-05
104,141,35.0961914,46.4931526,0.0017464,2.3958898,1.081725,0.74383,-4.0916408,0.0012023,-0.0000007,-7.60E-06,-0.1022911,0
105,146,-14.453661,6.0845079,-0.019782,1.8166879,0.9225569,0.7506413,4.1259007,-0.0204839,-0.0000011,0.1030187,-0.0002552,3.85E-05
105,145,-9.4039593,2.5720305,0.0017309,2.3958898,1.081725,0.74383,4.0916144,-0.0201104,-0.0000016,0.102292,-0.0002518,-2.00E-07
105,144,24.8636951,-46.3982124,-0.0197597,1.8166879,0.9225569,0.7506413,-4.1186912,0.1847295,0,0.0019035,0.1029091,3.96E-05
105,143,28.4149075,-44.0469093,0.0017464,2.3958898,1.081725,0.74383,-4.0915805,0.0407841,0.0000024,0.0003338,0.1022835,0
105,142,31.5970249,51.3479271,-0.0197666,1.8166879,0.9225569,0.7506413,-4.1259488,0.0041765,0.0000004,-5.53E-05,-0.1030235,3.87E-05
105,141,35.0961723,46.3908615,0.0017464,2.3958898,1.081725,0.74383,-4.0916625,0.0020289,-0.0000004,-1.91E-05,-0.1022911,0
106,146,-14.3505335,6.0842524,-0.0197278,1.8166879,0.9225569,0.7506413,4.1272764,-0.0205026,0.0000014,0.1031275,-0.0002555,5.42E-05
106,145,-9.3016672,2.5717785,0.0017312,2.3958898,1.081725,0.74383,4.0916134,-0.0201102,0.0000023,0.1022921,-0.000252,3.00E-07
106,144,24.8654137,-46.2951813,-0.0197058,1.8166879,0.9225569,0.7506413,-4.1211964,0.1700694,-0.000001,0.0017186,0.1030311,5.39E-05
106,143,28.4152241,-43.9446182,0.0017464,2.3958898,1.081725,0.74383,-4.0915314,0.038846,0.0000014,0.0003166,0.1022911,0
106,142,31.5969772,51.2447968,-0.0197126,1.8166879,0.9225569,0.7506413,-4.1273245,0.0041388,0.0000024,-4.77E-05,-0.1031303,5.40E-05
106,141,35.0961533,46.2885742,0.0017464,2.3958898,1.081725,0.74383,-4.0916624,0.0021613,-0.0000016,-1.90E-05,-0.1022873,0
107,146,-14.2475653,6.0839963,-0.0196589,1.8166879,0.9225569,0.7506413,4.1182685,-0.0204678,0.0000021,0.1029682,-0.0002561,6.89E-05
107,145,-9.1993761,2.5715268,0.0017309,2.3958898,1.081725,0.74383,4.0915944,-0.0201102,-0.0000016,0.1022911,-0.0002517,-3.00E-07
107,144,24.8669872,-46.1922874,-0.0196377,1.8166879,0.9225569,0.7506413,-4.1133351,0.157463,0,0.0015735,0.1028939,6.81E-05
107,143,28.4155273,-43.8423271,0.0017465,2.3958898,1.081725,0.74383,-4.0914679,0.0369713,-0.0000015,0.0003032,0.1022911,1.00E-07
107,142,31.5969257,51.1418266,-0.0196436,1.8166879,0.9225569,0.7506413,-4.1183161,0.0041097,0.0000026,-5.15E-05,-0.1029702,6.90E-05
107,141,35.0961227,46.1862831,0.0017464,2.3958898,1.081725,0.74383,-4.0916438,0.0022226,-0.0000022,-3.06E-05,-0.1022911,0
108,146,-14.144989,6.0837421,-0.0195767,1.8166879,0.9225569,0.7506413,4.1004426,-0.0203848,0.0000049,0.1025763,-0.0002542,8.22E-05
108,145,-9.097086,2.571275,0.0017312,2.3958898,1.081725,0.74383,4.0915634,-0.0201102,0.0000025,0.1022901,-0.0002518,3.00E-07
108,144,24.8684349,-46.0897636,-0.019557,1.8166879,0.9225569,0.7506413,-4.0966241,0.1464497,0.0000037,0.0014477,0.1025238,8.07E-05
108,143,28.4158115,-43.7400398,0.0017465,2.3958898,1.081725,0.74383,-4.0914059,0.0351046,-0.0000005,0.0002842,0.1022873,0
108,142,31.5968761,51.0392456,-0.0195614,1.8166879,0.9225569,0.7506413,-4.1004905,0.0040791,0.000005,-4.96E-05,-0.102581,8.22E-05
108,141,35.0960922,46.083992,0.0017463,2.3958898,1.081725,0.74383,-4.0916133,0.0022561,-0.0000011,-3.05E-05,-0.1022911,-1.00E-07
109,146,-14.0429878,6.083488,-0.0194853,1.8166879,0.9225569,0.7506413,4.0756496,-0.020263,0.0000069,0.1020012,-0.0002541,9.14E-05
109,145,-8.9947968,2.5710235,0.001731,2.3958898,1.081725,0.74383,4.0915276,-0.0201101,-0.0000022,0.1022892,-0.0002515,-2.00E-07
109,144,24.8697758,-45.9878006,-0.0194671,1.8166879,0.9225569,0.7506413,-4.0728974,0.1367077,0.0000037,0.0013409,0.101963,8.99E-05
109,143,28.4160843,-43.6377487,0.0017465,2.3958898,1.081725,0.74383,-4.0913558,0.0334006,-0.0000009,0.0002728,0.1022911,0
109,142,31.5968246,50.9372444,-0.0194699,1.8166879,0.9225569,0.7506413,-4.0756978,0.0040425,0.0000046,-5.15E-05,-0.1020012,9.15E-05
109,141,35.0960655,45.9817047,0.0017464,2.3958898,1.081725,0.74383,-4.091578,0.0022737,-0.0000015,-2.67E-05,-0.1022873,1.00E-07
110,146,-13.9417038,6.0832357,-0.0193883,1.8166879,0.9225569,0.7506413,4.0457804,-0.0201117,0.0000051,0.101284,-0.0002523,9.70E-05
110,145,-8.8925085,2.5707717,0.0017312,2.3958898,1.081725,0.74383,4.0914937,-0.0201099,0.0000021,0.1022883,-0.0002518,2.00E-07
110,144,24.8710232,-45.8865318,-0.0193718,1.8166879,0.9225569,0.7506413,-4.0440213,0.1280453,0.000005,0.0012474,0.1012688,9.53E-05
110,143,28.4163418,-43.5354576,0.0017467,2.3958898,1.081725,0.74383,-4.0913255,0.0317438,-0.0000006,0.0002575,0.1022911,2.00E-07
110,142,31.5967751,50.8359566,-0.019373,1.8166879,0.9225569,0.7506413,-4.0458283,0.0039989,0.0000043,-4.95E-05,-0.1012878,9.69E-05
110,141,35.096035,45.8794136,0.0017464,2.3958898,1.081725,0.74383,-4.0915442,0.0022827,-0.0000019,-3.05E-05,-0.1022911,0
111,146,-13.8412218,6.0829859,-0.0192901,1.8166879,0.9225569,0.7506413,4.0127616,-0.0199407,0.0000042,0.100482,-0.0002498,9.82E-05
111,145,-8.7902212,2.5705199,0.001731,2.3958898,1.081725,0.74383,4.0914661,-0.0201097,-0.0000017,0.1022873,-0.0002518,-2.00E-07
111,144,24.8721886,-45.7860451,-0.0192752,1.8166879,0.9225569,0.7506413,-4.0118994,0.1203234,0.0000063,0.0011654,0.1004867,9.66E-05
111,143,28.4165859,-43.4331741,0.0017466,2.3958898,1.081725,0.74383,-4.0913175,0.0301503,0.0000011,0.0002441,0.1022835,-1.00E-07
111,142,31.5967236,50.735466,-0.019275,1.8166879,0.9225569,0.7506413,-4.0128102,0.0039539,0.0000041,-5.15E-05,-0.1004906,9.80E-05
111,141,35.0960045,45.7771225,0.0017464,2.3958898,1.081725,0.74383,-4.0915165,0.0022874,-0.0000023,-3.05E-05,-0.1022911,0
112,146,-13.7415867,6.0827379,-0.019195,1.8166879,0.9225569,0.7506413,3.9785198,-0.0197643,0.0000029,0.0996351,-0.000248,9.51E-05
112,145,-8.687933,2.5702682,0.0017312,2.3958898,1.081725,0.74383,4.0914489,-0.0201097,0.0000028,0.1022882,-0.0002517,2.00E-07
112,144,24.8732834,-45.6863861,-0.0191816,1.8166879,0.9225569,0.7506413,-3.9784387,0.1134098,0.0000046,0.0010948,0.099659,9.36E-05
112,143,28.4168186,-43.330883,0.0017467,2.3958898,1.081725,0.74383,-4.0913303,0.0286372,-0.0000006,0.0002327,0.1022911,1.00E-07
112,142,31.5966721,50.6358337,-0.0191798,1.8166879,0.9225569,0.7506413,-3.9785678,0.0039084,0.0000035,-5.15E-05,-0.0996323,9.52E-05
112,141,35.0959854,45.6748314,0.0017464,2.3958898,1.081725,0.74383,-4.0914986,0.0013565,0.0000004,-1.91E-05,-0.1022911,0
113,146,-13.6427898,6.0824919,-0.0191069,1.8166879,0.9225569,0.7506413,3.9449165,-0.0195855,0.0000022,0.0987969,-0.000246,8.81E-05
113,145,-8.5856476,2.5700164,0.001731,2.3958898,1.081725,0.74383,4.0914422,-0.0201096,-0.0000011,0.1022854,-0.0002518,-2.00E-07
113,144,24.8743134,-45.5875511,-0.0190948,1.8166879,0.9225569,0.7506413,-3.9454837,0.1072182,0.0000053,0.00103,0.098835,8.68E-05
113,143,28.4170361,-43.2285919,0.0017465,2.3958898,1.081725,0.74383,-4.0913591,0.0272337,0.0000017,0.0002175,0.1022911,-2.00E-07
113,142,31.5966206,50.5370293,-0.0190917,1.8166879,0.9225569,0.7506413,-3.944964,0.0038621,0.0000023,-5.15E-05,-0.0988044,8.81E-05
113,141,35.0959778,45.5725441,0.0017464,2.3958898,1.081725,0.74383,-4.0914916,0.0011082,-0.0000021,-7.60E-06,-0.1022873,0
114,146,-13.5447865,6.0822477,-0.0190294,1.8166879,0.9225569,0.7506413,3.9137005,-0.0194197,0.0000026,0.0980033,-0.0002442,7.75E-05
114,145,-8.4833603,2.5697646,0.0017312,2.3958898,1.081725,0.74383,4.0914446,-0.0201097,0.0000014,0.1022873,-0.0002518,2.00E-07
114,144,24.875288,-45.4895058,-0.0190179,1.8166879,0.9225569,0.7506413,-3.9147708,0.1016747,0.0000045,0.0009746,0.0980453,7.69E-05
114,143,28.4172401,-43.1263046,0.0017466,2.3958898,1.081725,0.74383,-4.0913986,0.0257928,-0.0000008,0.000204,0.1022873,1.00E-07
114,142,31.5965614,50.4390259,-0.0190142,1.8166879,0.9225569,0.7506413,-3.9137463,0.0044585,0.0000016,-5.92E-05,-0.0980034,7.75E-05
114,141,35.0959625,45.470253,0.0017464,2.3958898,1.081725,0.74383,-4.0914933,0.0018457,0.0000009,-1.53E-05,-0.1022911,0
115,146,-13.4474831,6.082006,-0.0189652,1.8166879,0.9225569,0.7506413,3.8864576,-0.0192729,0.0000024,0.0973034,-0.0002417,6.42E-05
115,145,-8.3810749,2.5695128,0.0017311,2.3958898,1.081725,0.74383,4.0914542,-0.0201099,-0.0000019,0.1022854,-0.0002518,-1.00E-07
115,144,24.8762112,-45.3921471,-0.0189542,1.8166879,0.9225569,0.7506413,-3.8878745,0.0967396,0.0000032,0.0009232,0.0973587,6.37E-05
115,143,28.4174328,-43.0240135,0.0017467,2.3958898,1.081725,0.74383,-4.0914413,0.0244463,0.0000008,0.0001927,0.1022911,1.00E-07
115,142,31.596508,50.3417244,-0.0189499,1.8166879,0.9225569,0.7506413,-3.8865038,0.0040586,0.0000017,-5.34E-05,-0.0973015,6.43E-05
